timestamp;open;low;high;close;volume
11/3/2003;467;454;467;467;6949024
11/4/2003;467;467;479;467;47086174
11/5/2003;467;454;467;467;78896291
11/6/2003;467;442;467;454;125306173
11/7/2003;442;430;442;442;84775452
11/10/2003;442;417;454;430;112749521
11/11/2003;417;405;430;417;112903085
11/12/2003;417;405;417;417;53157544
11/13/2003;417;393;417;417;232054496
11/14/2003;405;405;417;417;37506222
11/17/2003;417;393;417;405;24704478
11/18/2003;405;405;430;430;104439778
11/19/2003;417;405;430;417;48500793
11/20/2003;417;417;430;430;15032998
11/21/2003;430;417;454;454;222378948
11/24/2003;454;454;454;454;0
11/25/2003;454;454;454;454;0
11/26/2003;454;454;454;454;0
11/27/2003;454;454;454;454;0
11/28/2003;454;454;454;454;0
12/1/2003;454;442;467;454;60420815
12/2/2003;454;454;467;467;178801355
12/3/2003;454;454;467;467;34569184
12/4/2003;454;442;454;454;37579444
12/5/2003;454;442;454;454;3834014
12/8/2003;442;442;467;467;28392047
12/9/2003;454;454;467;467;14788923
12/10/2003;454;454;479;479;44760340
12/11/2003;467;467;479;479;42078564
12/12/2003;467;467;491;491;71746922
12/15/2003;491;467;491;479;72698815
12/16/2003;479;467;491;491;159921121
12/17/2003;467;454;479;467;57458353
12/18/2003;467;467;479;467;127762180
12/19/2003;467;467;491;479;124628865
12/22/2003;479;479;503;503;73564265
12/23/2003;503;491;516;503;131619585
12/24/2003;503;503;503;503;0
12/25/2003;503;503;503;503;0
12/26/2003;503;503;503;503;0
12/29/2003;503;491;503;503;25004487
12/30/2003;503;479;503;491;52019543
12/31/2003;491;491;491;491;0
1/1/2004;491;491;491;491;0
1/2/2004;491;479;503;491;60528615
1/5/2004;503;491;528;516;163827342
1/6/2004;516;503;516;503;91285141
1/7/2004;503;491;503;503;10742359
1/8/2004;503;503;553;553;311574196
1/9/2004;553;553;614;614;236770232
1/12/2004;602;577;614;602;59528924
1/13/2004;589;577;602;589;35900410
1/14/2004;589;565;614;614;105735410
1/15/2004;614;614;663;663;207763929
1/16/2004;651;651;688;663;138959130
1/19/2004;663;639;676;651;48284176
1/20/2004;663;651;663;663;32064362
1/21/2004;663;639;663;651;48751987
1/22/2004;651;651;651;651;0
1/23/2004;651;651;700;700;96093423
1/26/2004;700;688;737;737;93656739
1/27/2004;737;639;737;651;416662807
1/28/2004;651;639;676;651;96608015
1/29/2004;651;626;651;651;167650169
1/30/2004;651;614;651;639;146017988
2/2/2004;639;639;639;639;0
2/3/2004;614;602;639;639;132296894
2/4/2004;639;626;651;651;43202327
2/5/2004;639;639;651;639;7942613
2/6/2004;651;651;712;700;244545044
2/9/2004;700;676;712;688;53744342
2/10/2004;688;676;700;688;33207447
2/11/2004;688;676;688;688;30762628
2/12/2004;688;676;688;688;129818513
2/13/2004;676;663;688;688;59004162
2/16/2004;676;676;688;688;30721948
2/17/2004;676;676;700;700;62203581
2/18/2004;700;688;712;712;69574652
2/19/2004;712;712;774;762;221287729
2/20/2004;762;749;762;762;148448570
2/23/2004;762;762;762;762;0
2/24/2004;749;712;749;737;92616368
2/25/2004;725;712;737;737;99629462
2/26/2004;737;725;749;737;90964793
2/27/2004;737;688;737;688;113704465
3/1/2004;700;663;700;688;35181406
3/2/2004;688;688;737;737;155466749
3/3/2004;737;725;762;749;120576199
3/4/2004;749;725;749;749;43393519
3/5/2004;737;725;737;737;30382277
3/8/2004;725;712;725;725;22982731
3/9/2004;725;700;725;725;102252254
3/10/2004;725;712;737;737;92153642
3/11/2004;737;737;737;737;0
3/12/2004;712;688;712;688;131200589
3/15/2004;700;676;700;676;93309948
3/16/2004;676;639;676;676;140170353
3/17/2004;676;663;688;688;84710366
3/18/2004;688;676;688;688;44029132
3/19/2004;676;676;688;688;16292019
3/22/2004;688;688;688;688;0
3/23/2004;663;663;688;676;112628501
3/24/2004;663;663;676;676;28007629
3/25/2004;676;651;676;663;38426589
3/26/2004;663;626;663;651;133052510
3/29/2004;651;614;651;639;123425777
3/30/2004;639;626;676;663;135130200
3/31/2004;663;651;688;688;100674918
4/1/2004;676;651;676;676;116931343
4/2/2004;676;676;688;688;135731235
4/5/2004;688;688;688;688;0
4/6/2004;700;688;725;725;204246195
4/7/2004;725;700;725;712;92819764
4/8/2004;700;700;725;712;43369112
4/9/2004;712;712;712;712;0
4/12/2004;700;688;700;700;7715827
4/13/2004;700;688;700;700;17296795
4/14/2004;688;688;712;712;43334534
4/15/2004;712;676;712;700;117242539
4/16/2004;688;688;700;700;73680201
4/19/2004;700;700;737;712;131104993
4/20/2004;712;712;737;737;195758480
4/21/2004;737;737;762;762;335545432
4/22/2004;762;725;762;749;87221289
4/23/2004;749;737;762;762;100046424
4/26/2004;749;737;762;749;130991091
4/27/2004;749;749;762;762;48330957
4/28/2004;749;737;749;749;135468854
4/29/2004;737;725;737;737;72944924
4/30/2004;725;700;725;712;79069178
5/3/2004;712;712;712;712;0
5/4/2004;712;688;712;712;69816693
5/5/2004;700;651;700;676;98958255
5/6/2004;676;639;676;651;126265185
5/7/2004;651;639;663;663;91745833
5/10/2004;639;589;639;589;144756933
5/11/2004;589;589;626;626;101319683
5/12/2004;626;626;663;663;163825308
5/13/2004;651;639;676;676;105857448
5/14/2004;676;614;676;639;166059613
5/17/2004;589;553;614;577;166084020
5/18/2004;577;553;602;565;102572602
5/19/2004;577;577;589;589;74029025
5/20/2004;589;589;589;589;0
5/21/2004;589;589;626;614;102545144
5/24/2004;614;602;614;614;41256844
5/25/2004;602;577;602;589;104102140
5/26/2004;589;589;614;602;74530396
5/27/2004;602;602;614;614;30375158
5/28/2004;614;602;626;626;78027790
5/31/2004;614;602;614;614;26103842
6/1/2004;614;614;626;626;40528686
6/2/2004;614;577;614;589;102754642
6/3/2004;589;589;589;589;0
6/4/2004;577;540;577;553;300541997
6/7/2004;553;540;565;553;242943301
6/8/2004;553;553;565;565;123468490
6/9/2004;565;565;589;589;137470271
6/10/2004;577;577;602;589;112982410
6/11/2004;589;577;602;589;75242282
6/14/2004;565;540;565;553;24306838
6/15/2004;553;540;565;565;118883945
6/16/2004;565;553;565;565;29575812
6/17/2004;553;540;553;553;29594118
6/18/2004;540;516;540;528;68745814
6/21/2004;528;516;540;540;22456952
6/22/2004;540;528;540;540;29968366
6/23/2004;540;528;553;540;39133390
6/24/2004;540;528;553;553;39598150
6/25/2004;553;540;565;565;40087317
6/28/2004;565;553;577;577;80503119
6/29/2004;565;553;577;577;7112758
6/30/2004;577;565;577;577;47257026
7/1/2004;577;565;589;589;52245313
7/2/2004;577;577;602;589;108283962
7/5/2004;589;589;589;589;0
7/6/2004;602;602;639;639;158147508
7/7/2004;626;614;639;626;44854919
7/8/2004;614;602;626;614;41439901
7/9/2004;602;602;614;614;68435635
7/12/2004;614;602;626;614;43126053
7/13/2004;602;602;614;614;16984582
7/14/2004;602;577;614;589;52107004
7/15/2004;589;577;602;589;35051232
7/16/2004;589;577;602;602;35533281
7/19/2004;602;577;602;589;32383694
7/20/2004;589;589;602;602;34748172
7/21/2004;602;589;614;614;46680398
7/22/2004;602;602;614;614;23770890
7/23/2004;602;602;614;614;12119350
7/26/2004;614;589;614;614;61009647
7/27/2004;614;602;614;614;16374394
7/28/2004;614;602;614;614;22989849
7/29/2004;614;602;614;614;21665741
7/30/2004;614;602;614;614;21696251
8/2/2004;602;602;614;614;3837065
8/3/2004;614;602;626;626;67993248
8/4/2004;614;614;626;626;33967132
8/5/2004;614;614;626;614;60857100
8/6/2004;614;602;614;614;617306
8/9/2004;602;589;614;602;25482467
8/10/2004;602;602;614;614;10130137
8/11/2004;602;589;614;614;100129816
8/12/2004;614;602;614;614;57817346
8/13/2004;602;589;602;602;25054319
8/16/2004;589;589;602;602;7718878
8/17/2004;602;602;602;602;0
8/18/2004;602;589;602;602;9241297
8/19/2004;589;589;602;602;21340308
8/20/2004;602;589;602;602;7153437
8/23/2004;589;589;602;589;31478581
8/24/2004;589;565;589;577;99144363
8/25/2004;577;565;577;577;19239227
8/26/2004;577;577;602;602;66920334
8/27/2004;589;589;614;614;164780252
8/30/2004;602;602;626;626;29831074
8/31/2004;626;614;639;614;106184915
9/1/2004;614;614;639;639;104423506
9/2/2004;639;626;663;651;184161857
9/3/2004;663;651;676;663;73301884
9/6/2004;663;663;688;676;108301251
9/7/2004;688;676;688;688;55190487
9/8/2004;688;663;688;688;49646929
9/9/2004;688;639;700;688;305340109
9/10/2004;688;676;700;700;112666129
9/13/2004;700;700;700;700;0
9/14/2004;700;688;725;700;116784898
9/15/2004;700;688;725;712;143620966
9/16/2004;712;688;712;712;38551677
9/17/2004;712;688;712;712;104101123
9/20/2004;712;712;712;712;0
9/21/2004;712;700;725;725;179988171
9/22/2004;725;700;725;712;57517337
9/23/2004;712;712;725;725;55079636
9/24/2004;712;712;725;725;42331792
9/27/2004;725;700;725;712;34715629
9/28/2004;700;688;712;688;36227878
9/29/2004;688;688;700;700;29393772
9/30/2004;700;688;712;712;30654828
10/1/2004;700;700;725;712;20200273
10/4/2004;712;712;762;749;215143135
10/5/2004;749;737;774;774;98589092
10/6/2004;774;749;774;762;30720931
10/7/2004;749;737;762;762;54849799
10/8/2004;749;749;774;774;56740365
10/11/2004;762;749;774;762;33027442
10/12/2004;749;725;762;725;50835779
10/13/2004;737;737;774;774;87778594
10/14/2004;774;749;774;762;41911779
10/15/2004;749;737;749;749;65030786
10/18/2004;749;725;749;737;50861203
10/19/2004;737;725;749;725;79485122
10/20/2004;725;700;725;712;82046895
10/21/2004;712;700;712;712;78331867
10/22/2004;712;700;737;737;68529197
10/25/2004;712;712;737;737;41411425
10/26/2004;725;712;725;725;17262218
10/27/2004;725;725;749;749;48171291
10/28/2004;749;749;774;774;162684256
10/29/2004;774;762;786;774;60341491
11/1/2004;774;774;798;798;129778851
11/2/2004;798;786;823;823;95364248
11/3/2004;823;811;848;835;112847151
11/4/2004;835;811;848;835;75068378
11/5/2004;823;811;835;823;21826424
11/8/2004;811;786;811;798;69341764
11/9/2004;798;786;823;811;59038739
11/10/2004;811;811;835;835;37385201
11/11/2004;835;823;848;823;29391738
11/12/2004;823;823;848;835;51758180
11/15/2004;835;835;835;835;0
11/16/2004;835;835;835;835;0
11/17/2004;835;835;835;835;0
11/18/2004;835;835;835;835;0
11/19/2004;835;835;835;835;0
11/22/2004;848;835;884;872;92881800
11/23/2004;872;872;958;921;176273143
11/24/2004;921;884;921;897;141166993
11/25/2004;897;872;897;884;181456690
11/26/2004;884;872;909;897;104952336
11/29/2004;897;884;897;884;95458827
11/30/2004;897;897;909;897;94795756
12/1/2004;909;897;934;934;115877752
12/2/2004;934;934;983;971;162853075
12/3/2004;971;934;971;934;117666619
12/6/2004;934;921;946;946;81493658
12/7/2004;946;946;971;958;69011245
12/8/2004;958;946;971;958;75133465
12/9/2004;958;921;958;934;92401785
12/10/2004;921;884;934;909;161962200
12/13/2004;909;872;909;884;65772164
12/14/2004;884;872;897;872;35834307
12/15/2004;884;860;897;884;78074571
12/16/2004;884;884;897;897;51033073
12/17/2004;884;872;921;921;115472994
12/20/2004;909;884;909;897;76342654
12/21/2004;909;884;946;946;117559837
12/22/2004;946;934;958;946;117523225
12/23/2004;946;934;946;946;19871789
12/24/2004;946;946;946;946;0
12/27/2004;946;934;958;958;26066214
12/28/2004;958;946;958;958;15280124
12/29/2004;958;934;971;958;103265166
12/30/2004;958;934;958;946;37106549
12/31/2004;946;946;946;946;0
1/3/2005;948;909;948;924;47699412
1/4/2005;924;924;983;983;190361367
1/5/2005;983;971;1007;983;121034857
1/6/2005;971;971;1007;1007;79363085
1/7/2005;1007;971;1007;983;171636731
1/10/2005;971;934;983;946;141059193
1/11/2005;934;929;948;943;65446730
1/12/2005;939;929;939;934;31814185
1/13/2005;939;939;948;943;51470374
1/14/2005;943;919;943;919;60090297
1/17/2005;919;919;934;929;38092002
1/18/2005;929;904;929;914;58411263
1/19/2005;914;914;929;924;64721624
1/20/2005;924;914;939;939;74768369
1/21/2005;924;914;939;939;0
1/24/2005;939;934;953;953;73035435
1/25/2005;953;948;968;953;86952806
1/26/2005;958;948;958;948;48675713
1/27/2005;953;948;973;963;87486721
1/28/2005;963;948;963;953;54052487
1/31/2005;948;948;958;953;40750388
2/1/2005;953;943;953;948;54274188
2/2/2005;948;943;953;948;109731125
2/3/2005;948;914;948;929;172653711
2/4/2005;924;889;924;899;241859200
2/7/2005;899;860;904;870;245971867
2/8/2005;865;860;894;875;206050317
2/9/2005;865;860;894;875;0
2/10/2005;865;860;894;875;0
2/11/2005;884;875;904;899;174739537
2/14/2005;899;899;914;904;119050729
2/15/2005;904;884;909;894;128705937
2/16/2005;894;894;914;904;111808815
2/17/2005;904;904;934;919;234130152
2/18/2005;909;899;919;919;35897360
2/21/2005;914;909;924;919;31681977
2/22/2005;919;914;943;943;166581324
2/23/2005;934;929;948;934;84013734
2/24/2005;934;909;934;909;100564067
2/25/2005;914;884;914;889;170698059
2/28/2005;889;884;894;889;27039464
3/1/2005;889;889;914;909;69662113
3/2/2005;914;889;914;894;39653067
3/3/2005;894;894;914;904;75330759
3/4/2005;909;904;924;904;111155914
3/7/2005;909;904;924;919;89409830
3/8/2005;919;904;919;914;61565935
3/9/2005;909;894;909;899;52407013
3/10/2005;899;889;904;894;81817057
3/11/2005;899;889;904;894;0
3/14/2005;894;865;894;875;104920809
3/15/2005;875;830;875;840;251535765
3/16/2005;845;845;855;850;149614029
3/17/2005;850;850;870;865;97272103
3/18/2005;865;845;865;850;52774143
3/21/2005;855;835;860;840;54803018
3/22/2005;850;835;865;865;178768812
3/23/2005;860;840;860;845;66562357
3/24/2005;845;825;845;830;155748453
3/25/2005;845;825;845;830;0
3/28/2005;830;825;840;830;70817402
3/29/2005;825;806;830;821;114086850
3/30/2005;806;806;840;830;87909785
3/31/2005;835;825;850;840;83917121
4/1/2005;840;835;850;840;22162028
4/4/2005;835;835;845;835;17863253
4/5/2005;835;835;845;845;38513032
4/6/2005;845;845;855;855;47143124
4/7/2005;855;845;870;860;82371312
4/8/2005;865;850;865;855;18893454
4/11/2005;845;835;850;845;35654301
4/12/2005;840;816;840;830;90697327
4/13/2005;825;825;845;845;38585238
4/14/2005;845;840;855;850;43524710
4/15/2005;845;825;845;830;43115884
4/18/2005;821;791;821;796;63425991
4/19/2005;801;801;821;816;56962066
4/20/2005;821;801;821;816;67516285
4/21/2005;801;781;801;781;46729214
4/22/2005;801;781;801;781;0
4/25/2005;781;698;781;698;144715237
4/26/2005;698;668;717;698;215862140
4/27/2005;698;698;727;722;133056578
4/28/2005;727;727;806;801;233223006
4/29/2005;791;771;796;786;125013283
5/2/2005;786;776;791;781;19181259
5/3/2005;781;776;801;796;30826697
5/4/2005;796;796;821;811;47955691
5/5/2005;796;796;821;811;0
5/6/2005;816;816;825;821;39034743
5/9/2005;821;821;855;855;173990023
5/10/2005;855;830;855;835;128913401
5/11/2005;825;806;825;816;80571257
5/12/2005;816;811;840;830;174341898
5/13/2005;825;816;830;825;77853886
5/16/2005;830;825;840;830;57423775
5/17/2005;835;816;845;835;105247260
5/18/2005;835;811;835;821;40112742
5/19/2005;825;806;825;806;34003743
5/20/2005;806;801;816;816;55067433
5/23/2005;811;806;816;816;28299502
5/24/2005;811;806;816;816;0
5/25/2005;816;811;830;830;91484469
5/26/2005;825;816;830;830;67876296
5/27/2005;830;825;835;830;30667031
5/30/2005;830;825;840;835;88387765
5/31/2005;821;801;821;816;267989484
6/1/2005;811;796;816;806;76166717
6/2/2005;806;776;806;781;157766141
6/3/2005;776;722;776;727;230440549
6/6/2005;717;707;747;737;130745999
6/7/2005;737;727;757;742;96175798
6/8/2005;742;732;757;757;119056831
6/9/2005;757;742;757;752;41876185
6/10/2005;747;737;747;742;62036796
6/13/2005;742;732;747;742;57510219
6/14/2005;717;707;717;712;48627915
6/15/2005;712;712;727;712;124800734
6/16/2005;712;703;717;712;134207799
6/17/2005;712;712;722;717;85291061
6/20/2005;717;712;727;727;68565808
6/21/2005;727;717;727;722;57518354
6/22/2005;722;717;747;747;158224799
6/23/2005;747;737;757;742;87385023
6/24/2005;732;732;747;747;43775904
6/27/2005;747;737;747;742;34270192
6/28/2005;737;737;752;747;30411769
6/29/2005;747;737;747;742;26648943
6/30/2005;742;737;742;737;49761848
7/1/2005;737;737;757;757;74825320
7/4/2005;757;747;762;757;54909801
7/5/2005;752;732;752;737;44617963
7/6/2005;737;722;737;732;83212354
7/7/2005;727;722;732;727;94762196
7/8/2005;727;727;732;727;30320241
7/11/2005;732;727;737;737;45339002
7/12/2005;737;737;747;742;50391359
7/13/2005;737;737;747;747;32132500
7/14/2005;742;737;747;737;72994756
7/15/2005;737;732;742;737;111904411
7/18/2005;732;727;737;732;27210316
7/19/2005;727;727;752;752;96609032
7/20/2005;752;742;752;752;82820817
7/21/2005;752;747;776;776;163146982
7/22/2005;776;771;791;781;143876228
7/25/2005;781;781;801;801;90267144
7/26/2005;796;786;801;791;88427427
7/27/2005;791;786;791;786;29386654
7/28/2005;786;786;791;791;26102825
7/29/2005;791;786;796;791;42436541
8/1/2005;786;786;806;801;62008321
8/2/2005;796;791;801;801;53566370
8/3/2005;796;796;811;811;76224684
8/4/2005;811;811;825;821;87842664
8/5/2005;821;811;821;816;31256880
8/8/2005;811;801;816;811;61190669
8/9/2005;811;811;821;821;45186455
8/10/2005;821;811;825;825;53095508
8/11/2005;825;816;825;821;19609408
8/12/2005;816;801;821;811;25542469
8/15/2005;806;771;806;776;91984824
8/16/2005;781;771;791;781;29957179
8/17/2005;781;771;791;781;0
8/18/2005;781;762;786;781;56453576
8/19/2005;771;762;776;766;46762774
8/22/2005;766;752;766;762;21466413
8/23/2005;762;742;762;742;40085283
8/24/2005;737;683;737;693;89791198
8/25/2005;693;693;732;732;98588075
8/26/2005;732;703;732;707;49627607
8/29/2005;698;634;698;639;220686693
8/30/2005;624;599;703;698;184909337
8/31/2005;683;658;693;673;97337189
9/1/2005;663;648;668;668;30705677
9/2/2005;663;648;668;668;0
9/5/2005;663;653;668;653;15597422
9/6/2005;653;653;668;668;30674150
9/7/2005;668;663;678;668;38428623
9/8/2005;668;663;678;663;64527381
9/9/2005;663;658;678;658;47496016
9/12/2005;663;663;693;693;140693081
9/13/2005;693;688;703;703;121493515
9/14/2005;698;678;698;683;75740602
9/15/2005;683;673;683;673;57181734
9/16/2005;673;668;678;673;14747226
9/19/2005;673;673;693;693;51442916
9/20/2005;693;673;693;683;59859442
9/21/2005;683;668;683;673;32763027
9/22/2005;668;648;668;653;38811007
9/23/2005;653;648;658;653;24727868
9/26/2005;653;653;668;653;15679797
9/27/2005;658;653;658;653;25368566
9/28/2005;653;653;663;663;27862201
9/29/2005;683;658;683;683;34759359
9/30/2005;712;683;717;712;136022091
10/3/2005;727;688;727;727;91481418
10/4/2005;727;722;742;727;36836032
10/5/2005;727;712;727;727;26727251
10/6/2005;722;707;727;722;59819780
10/7/2005;712;707;717;712;74400222
10/10/2005;722;707;722;722;16451685
10/11/2005;717;712;722;717;3730282
10/12/2005;707;703;712;707;38899485
10/13/2005;693;693;703;693;27132009
10/14/2005;693;683;698;693;22856625
10/17/2005;693;678;698;678;30761611
10/18/2005;678;673;683;678;29542252
10/19/2005;673;663;683;673;60915068
10/20/2005;678;673;678;678;20563335
10/21/2005;683;673;683;683;18615818
10/24/2005;678;673;693;678;11136947
10/25/2005;683;653;683;658;30265324
10/26/2005;648;639;658;648;65736570
10/27/2005;644;639;648;644;7492091
10/28/2005;639;629;639;639;21001653
10/31/2005;648;634;648;648;19178208
11/1/2005;648;639;658;648;62413079
11/2/2005;648;639;658;648;0
11/3/2005;648;639;658;648;0
11/4/2005;648;639;658;648;0
11/7/2005;648;648;648;648;0
11/8/2005;648;648;648;648;0
11/9/2005;648;634;648;644;36759759
11/10/2005;644;639;644;644;32526071
11/11/2005;619;619;644;619;78967480
11/14/2005;589;580;619;589;32900319
11/15/2005;580;570;585;580;42212805
11/16/2005;580;540;585;545;95338824
11/17/2005;560;545;565;560;79646822
11/18/2005;580;565;580;580;96704628
11/21/2005;585;580;594;585;71245550
11/22/2005;585;565;585;585;35122421
11/23/2005;585;575;585;585;27546937
11/24/2005;594;580;599;594;79782081
11/25/2005;599;589;599;599;67078983
11/28/2005;599;589;609;599;28826298
11/29/2005;614;604;614;614;108877878
11/30/2005;634;609;634;634;95534084
12/1/2005;644;629;658;644;142227703
12/2/2005;678;648;678;678;87899615
12/5/2005;678;668;688;678;61015749
12/6/2005;688;678;703;688;94988982
12/7/2005;693;693;732;732;149096386
12/8/2005;737;737;801;791;227287911
12/9/2005;781;771;791;781;90896655
12/12/2005;811;786;816;811;123501034
12/13/2005;816;801;821;816;65547411
12/14/2005;796;786;816;796;96189019
12/15/2005;791;781;796;791;76011119
12/16/2005;791;786;801;791;49138439
12/19/2005;776;766;791;776;21717607
12/20/2005;766;757;791;766;66200313
12/21/2005;747;742;766;747;44844750
12/22/2005;747;747;781;781;70534681
12/23/2005;786;776;791;786;43107748
12/26/2005;786;786;786;786;0
12/27/2005;786;781;811;806;53033473
12/28/2005;806;806;816;811;60894728
12/29/2005;811;801;811;806;38803888
12/30/2005;806;806;806;806;0
1/2/2006;806;796;821;821;42830112
1/3/2006;816;816;850;840;116715743
1/4/2006;850;850;880;880;198668059
1/5/2006;884;865;884;870;85272756
1/6/2006;870;865;894;889;145165759
1/9/2006;889;889;963;953;371594322
1/10/2006;953;953;953;953;0
1/11/2006;958;948;988;973;241258165
1/12/2006;973;948;983;948;173590350
1/13/2006;953;919;953;943;115662152
1/16/2006;948;914;948;919;91281073
1/17/2006;889;880;919;889;156102362
1/18/2006;880;850;889;855;116692353
1/19/2006;850;821;899;899;234616269
1/20/2006;909;870;914;884;142522628
1/23/2006;860;855;870;860;54327071
1/24/2006;870;855;875;870;33148463
1/25/2006;875;865;904;904;165837911
1/26/2006;909;875;914;880;55388798
1/27/2006;884;875;899;880;62279855
1/30/2006;875;865;884;875;23056970
1/31/2006;875;875;875;875;0
2/1/2006;875;875;899;889;118721228
2/2/2006;889;875;889;880;42151787
2/3/2006;875;870;899;899;135359021
2/6/2006;894;880;899;884;85536153
2/7/2006;884;880;889;884;60291659
2/8/2006;884;870;884;880;59451633
2/9/2006;884;875;884;884;13309217
2/10/2006;889;884;894;889;55429477
2/13/2006;884;884;894;884;25242460
2/14/2006;884;880;889;889;84583243
2/15/2006;889;875;889;889;30053792
2/16/2006;889;875;889;875;34519352
2/17/2006;875;865;880;865;88388782
2/20/2006;870;865;875;875;22668484
2/21/2006;875;860;875;865;55442698
2/22/2006;865;845;865;850;77556928
2/23/2006;845;811;855;821;65021633
2/24/2006;816;781;821;791;87399261
2/27/2006;786;781;816;811;78444752
2/28/2006;811;796;816;796;51111380
3/1/2006;791;781;830;825;83782880
3/2/2006;830;821;840;830;84091025
3/3/2006;825;816;835;830;28709345
3/6/2006;830;825;845;845;67845786
3/7/2006;835;816;840;816;50353730
3/8/2006;816;776;816;786;174179181
3/9/2006;791;781;796;786;89115923
3/10/2006;781;747;781;752;197698878
3/13/2006;752;737;762;742;75913489
3/14/2006;742;747;762;762;93923187
3/15/2006;762;757;781;776;119467691
3/16/2006;781;781;816;801;213367488
3/17/2006;811;801;821;806;129286633
3/20/2006;840;811;840;840;207153741
3/21/2006;840;830;884;865;257091527
3/22/2006;825;816;850;825;158729221
3/23/2006;825;786;830;811;126887577
3/24/2006;840;811;840;840;78926800
3/27/2006;840;825;845;840;36563481
3/28/2006;855;840;860;855;82307242
3/29/2006;830;825;855;830;36147537
3/30/2006;855;855;855;855;0
3/31/2006;855;855;855;855;0
4/3/2006;816;816;835;816;107962596
4/4/2006;825;821;830;825;14936385
4/5/2006;855;825;855;855;147366503
4/6/2006;860;850;875;860;132064005
4/7/2006;855;850;865;855;27549988
4/10/2006;855;855;855;855;0
4/11/2006;835;830;855;835;39922566
4/12/2006;855;821;875;855;99940658
4/13/2006;870;860;880;870;62461894
4/14/2006;870;870;870;870;0
4/17/2006;880;865;889;880;62782243
4/18/2006;904;884;904;904;105542184
4/19/2006;929;909;939;929;194907267
4/20/2006;953;934;988;953;320914140
4/21/2006;943;939;968;943;138314364
4/24/2006;943;909;939;919;107131724
4/25/2006;934;919;943;934;68189525
4/26/2006;939;929;948;939;138410978
4/27/2006;943;939;968;943;247928537
4/28/2006;943;934;948;943;149163507
5/1/2006;958;939;958;958;218003900
5/2/2006;958;963;1017;1017;500119237
5/3/2006;1032;1032;1118;1118;436803079
5/4/2006;1106;1069;1143;1106;265897556
5/5/2006;1106;1081;1118;1093;79489190
5/8/2006;1143;1106;1155;1143;214171920
5/9/2006;1167;1093;1167;1106;187008384
5/10/2006;1106;1032;1106;1044;286124272
5/11/2006;1106;1057;1118;1106;402780013
